Bane Id;Bane;Banestrekning Id;Banestrekning;Status;Prioritet;Fra Km;Til Km;Delstrekning Id;Delstrekning;LOKSTATUS;LOKFRAKM;LOKTILKM;Stasjonsmidt;STASJON;Stasjon kortnavn;Banesjef;Område;BANEFRAKM;BANETILKM
B23;Gardermobanen;270;(Oslo S) - Gardermoen(GMB);I DRIFT;1;3.79;55.122;0270-02118;Langeland stasjon;I DRIFT;41.358;46.03;42.22;SANN;lal;Hoved- og Gardermobanen;Område Oslokorridoren;3.79;69.572
B23;Gardermobanen;270;(Oslo S) - Gardermoen(GMB);I DRIFT;1;3.79;55.122;0270-00005;Langeland - Gardermoen;I DRIFT;46.03;49.846;;USANN;;Hoved- og Gardermobanen;Område Oslokorridoren;3.79;69.572
B23;Gardermobanen;270;(Oslo S) - Gardermoen(GMB);I DRIFT;1;3.79;55.122;0270-02260;Gardermoen stasjon;I DRIFT;49.846;55.122;51.85;SANN;gar;Hoved- og Gardermobanen;Område Oslokorridoren;3.79;69.572
B23;Gardermobanen;280;(Gardermoen) - Eidsvoll;I DRIFT;1;55.122;69.572;0280-00001;Gardermoen - Bekkedalshøgda;I DRIFT;55.122;60.328;;USANN;;Hoved- og Gardermobanen;Område Oslokorridoren;3.79;69.572
B23;Gardermobanen;280;(Gardermoen) - Eidsvoll;I DRIFT;1;55.122;69.572;0280-02270;Bekkedalshøgda stasjon;I DRIFT;60.328;62.978;62.35;SANN;bkh;Hoved- og Gardermobanen;Område Oslokorridoren;3.79;69.572
B23;Gardermobanen;280;(Gardermoen) - Eidsvoll;I DRIFT;1;55.122;69.572;0280-00002;Bekkedalshøgda - Venjar;I DRIFT;62.978;65.137;;USANN;;Hoved- og Gardermobanen;Område Oslokorridoren;3.79;69.572
B23;Gardermobanen;280;(Gardermoen) - Eidsvoll;I DRIFT;1;55.122;69.572;0280-02280;Venjar stasjon;I DRIFT;65.137;66.546;65.7388;SANN;ven;Hoved- og Gardermobanen;Område Oslokorridoren;3.79;69.572
B23;Gardermobanen;280;(Gardermoen) - Eidsvoll;I DRIFT;1;55.122;69.572;0280-00003;Venjar - Eidsvoll;I DRIFT;66.546;67.984;;USANN;;Hoved- og Gardermobanen;Område Oslokorridoren;3.79;69.572
B23;Gardermobanen;280;(Gardermoen) - Eidsvoll;I DRIFT;1;55.122;69.572;0280-02160;Eidsvoll stasjon;I DRIFT;66.739;69.572;67.86;SANN;evl;Hoved- og Gardermobanen;Område Oslokorridoren;3.79;69.572
B06;Gjøvikbanen;610;(Oslo S) - Grefsen;I DRIFT;3;3.46;7.47;0610-00001;Oslo S - Grefsen;I DRIFT;3.46;6.05;;USANN;;Kongsvinger- og Gjøvikbanen;Område Øst;3.46;123.913
B06;Gjøvikbanen;610;(Oslo S) - Grefsen;I DRIFT;3;3.46;7.47;0610-06010;Grefsen stasjon;I DRIFT;5.892;7.47;6.95;SANN;gre;Kongsvinger- og Gjøvikbanen;Område Øst;3.46;123.913
B06;Gjøvikbanen;620;(Grefsen) - Roa;I DRIFT;3;7.47;58.428;0620-00001;Grefsen - Kjelsås;I DRIFT;7.47;9.78;;USANN;;Kongsvinger- og Gjøvikbanen;Område Øst;3.46;123.913
B06;Gjøvikbanen;620;(Grefsen) - Roa;I DRIFT;3;7.47;58.428;0620-06030;Kjelsås stasjon;I DRIFT;9.78;10.77;10.28;SANN;kje;Kongsvinger- og Gjøvikbanen;Område Øst;3.46;123.913
B06;Gjøvikbanen;620;(Grefsen) - Roa;I DRIFT;3;7.47;58.428;0620-00002;Kjelsås - Sandermosen;I DRIFT;10.77;15.2;;USANN;;Kongsvinger- og Gjøvikbanen;Område Øst;3.46;123.913
B06;Gjøvikbanen;620;(Grefsen) - Roa;I DRIFT;3;7.47;58.428;0620-06040;Sandermosen stasjon;I DRIFT;15.2;16.44;15.85;SANN;sdm;Kongsvinger- og Gjøvikbanen;Område Øst;3.46;123.913
B06;Gjøvikbanen;620;(Grefsen) - Roa;I DRIFT;3;7.47;58.428;0620-00003;Sandermosen - Movatn;I DRIFT;16.44;18.89;;USANN;;Kongsvinger- og Gjøvikbanen;Område Øst;3.46;123.913
B06;Gjøvikbanen;620;(Grefsen) - Roa;I DRIFT;3;7.47;58.428;0620-06050;Movatn stasjon;I DRIFT;18.89;19.97;19.34;SANN;mvt;Kongsvinger- og Gjøvikbanen;Område Øst;3.46;123.913
B06;Gjøvikbanen;620;(Grefsen) - Roa;I DRIFT;3;7.47;58.428;0620-00004;Movatn - Nittedal;I DRIFT;19.97;23.64;;USANN;;Kongsvinger- og Gjøvikbanen;Område Øst;3.46;123.913
B06;Gjøvikbanen;620;(Grefsen) - Roa;I DRIFT;3;7.47;58.428;0620-06060;Nittedal stasjon;I DRIFT;23.64;24.71;24.26;SANN;nit;Kongsvinger- og Gjøvikbanen;Område Øst;3.46;123.913
B06;Gjøvikbanen;620;(Grefsen) - Roa;I DRIFT;3;7.47;58.428;0620-00005;Nittedal - Åneby;I DRIFT;24.71;26.72;;USANN;;Kongsvinger- og Gjøvikbanen;Område Øst;3.46;123.913
B06;Gjøvikbanen;620;(Grefsen) - Roa;I DRIFT;3;7.47;58.428;0620-06070;Åneby stasjon;I DRIFT;26.72;28.18;27.73;SANN;åby;Kongsvinger- og Gjøvikbanen;Område Øst;3.46;123.913
B06;Gjøvikbanen;620;(Grefsen) - Roa;I DRIFT;3;7.47;58.428;0620-00006;Åneby - Hakadal;I DRIFT;28.18;31.51;;USANN;;Kongsvinger- og Gjøvikbanen;Område Øst;3.46;123.913
B06;Gjøvikbanen;620;(Grefsen) - Roa;I DRIFT;3;7.47;58.428;0620-06080;Hakadal stasjon;I DRIFT;31.51;32.63;32.07;SANN;hak;Kongsvinger- og Gjøvikbanen;Område Øst;3.46;123.913
B06;Gjøvikbanen;620;(Grefsen) - Roa;I DRIFT;3;7.47;58.428;0620-00007;Hakadal - Jensrud;I DRIFT;32.63;35.932;;USANN;;Kongsvinger- og Gjøvikbanen;Område Øst;3.46;123.913
B06;Gjøvikbanen;620;(Grefsen) - Roa;I DRIFT;3;7.47;58.428;0620-06085;Jensrud stasjon;I DRIFT;35.932;38.1;36.85;SANN;jen;Kongsvinger- og Gjøvikbanen;Område Øst;3.46;123.913
B06;Gjøvikbanen;620;(Grefsen) - Roa;I DRIFT;3;7.47;58.428;0620-00008;Jensrud - Stryken;I DRIFT;38.1;40.24;;USANN;;Kongsvinger- og Gjøvikbanen;Område Øst;3.46;123.913
B06;Gjøvikbanen;620;(Grefsen) - Roa;I DRIFT;3;7.47;58.428;0620-06090;Stryken stasjon;I DRIFT;40.24;41.35;40.83;SANN;sy;Kongsvinger- og Gjøvikbanen;Område Øst;3.46;123.913
B06;Gjøvikbanen;620;(Grefsen) - Roa;I DRIFT;3;7.47;58.428;0620-00009;Stryken - Monsrud;I DRIFT;41.35;43.52;;USANN;;Kongsvinger- og Gjøvikbanen;Område Øst;3.46;123.913
B06;Gjøvikbanen;620;(Grefsen) - Roa;I DRIFT;3;7.47;58.428;0620-06100;Monsrud stasjon;I DRIFT;43.52;44.55;44.03;SANN;mon;Kongsvinger- og Gjøvikbanen;Område Øst;3.46;123.913
B06;Gjøvikbanen;620;(Grefsen) - Roa;I DRIFT;3;7.47;58.428;0620-00010;Monsrud - Bjørgeseter;I DRIFT;44.55;48.58;;USANN;;Kongsvinger- og Gjøvikbanen;Område Øst;3.46;123.913
B06;Gjøvikbanen;620;(Grefsen) - Roa;I DRIFT;3;7.47;58.428;0620-06110;Bjørgeseter stasjon;I DRIFT;48.58;49.67;49.11;SANN;bsr;Kongsvinger- og Gjøvikbanen;Område Øst;3.46;123.913
B06;Gjøvikbanen;620;(Grefsen) - Roa;I DRIFT;3;7.47;58.428;0620-00011;Bjørgeseter - Grua;I DRIFT;49.67;52.63;;USANN;;Kongsvinger- og Gjøvikbanen;Område Øst;3.46;123.913
B06;Gjøvikbanen;620;(Grefsen) - Roa;I DRIFT;3;7.47;58.428;0620-06120;Grua stasjon;I DRIFT;52.63;54.11;53.39;SANN;gru;Kongsvinger- og Gjøvikbanen;Område Øst;3.46;123.913
B06;Gjøvikbanen;620;(Grefsen) - Roa;I DRIFT;3;7.47;58.428;0620-00012;Grua - Roa;I DRIFT;54.11;56.98;;USANN;;Kongsvinger- og Gjøvikbanen;Område Øst;3.46;123.913
B06;Gjøvikbanen;620;(Grefsen) - Roa;I DRIFT;3;7.47;58.428;0620-06130;Roa stasjon;I DRIFT;56.98;58.428;57.74;SANN;roa;Kongsvinger- og Gjøvikbanen;Område Øst;3.46;123.913
B06;Gjøvikbanen;630;(Roa) - Eina;I DRIFT;3;58.4;101.673;0630-00001;Roa - Gran;I DRIFT;58.4;67.084;;USANN;;Kongsvinger- og Gjøvikbanen;Område Øst;3.46;123.913
B06;Gjøvikbanen;630;(Roa) - Eina;I DRIFT;3;58.4;101.673;0630-06150;Gran stasjon;I DRIFT;67.084;68.383;67.66;SANN;gra;Kongsvinger- og Gjøvikbanen;Område Øst;3.46;123.913
B06;Gjøvikbanen;630;(Roa) - Eina;I DRIFT;3;58.4;101.673;0630-00002;Gran - Jaren;I DRIFT;68.383;71.3;;USANN;;Kongsvinger- og Gjøvikbanen;Område Øst;3.46;123.913
B06;Gjøvikbanen;630;(Roa) - Eina;I DRIFT;3;58.4;101.673;0630-06160;Jaren stasjon;I DRIFT;71.3;72.49;71.92;SANN;jar;Kongsvinger- og Gjøvikbanen;Område Øst;3.46;123.913
B06;Gjøvikbanen;630;(Roa) - Eina;I DRIFT;3;58.4;101.673;0630-00003;Jaren - Eina;I DRIFT;72.49;100.283;;USANN;;Kongsvinger- og Gjøvikbanen;Område Øst;3.46;123.913
B06;Gjøvikbanen;630;(Roa) - Eina;I DRIFT;3;58.4;101.673;0630-06200;Eina stasjon;I DRIFT;100.283;101.673;100.89;SANN;ein;Kongsvinger- og Gjøvikbanen;Område Øst;3.46;123.913
B06;Gjøvikbanen;640;(Eina) - Gjøvik;I DRIFT;3;101.673;123.913;0640-00001;Eina - Raufoss;I DRIFT;101.673;111.24;;USANN;;Kongsvinger- og Gjøvikbanen;Område Øst;3.46;123.913
B06;Gjøvikbanen;640;(Eina) - Gjøvik;I DRIFT;3;101.673;123.913;0640-06220;Raufoss stasjon;I DRIFT;111.24;112.676;111.7;SANN;rau;Kongsvinger- og Gjøvikbanen;Område Øst;3.46;123.913
B06;Gjøvikbanen;640;(Eina) - Gjøvik;I DRIFT;3;101.673;123.913;0640-00002;Raufoss - Gjøvik;I DRIFT;112.676;123.203;;USANN;;Kongsvinger- og Gjøvikbanen;Område Øst;3.46;123.913
B06;Gjøvikbanen;640;(Eina) - Gjøvik;I DRIFT;3;101.673;123.913;0640-06260;Gjøvik stasjon;I DRIFT;123.203;123.913;123.83;SANN;gjø;Kongsvinger- og Gjøvikbanen;Område Øst;3.46;123.913
B34;Godssporet Alnabru-Loenga;510;(Oslo S/Loenga) - (Alnabru skiftestasjon) godsspor;I DRIFT;4;2.405;5.529;0510-00001;Oslo S - Bryn;I DRIFT;2.405;3.54;;USANN;;Oslo;Område Oslokorridoren;2.405;5.529
B34;Godssporet Alnabru-Loenga;510;(Oslo S/Loenga) - (Alnabru skiftestasjon) godsspor;I DRIFT;4;2.405;5.529;0510-02010;Bryn - Godstogsporet st.;I DRIFT;3.54;4.679;3.89;SANN;br;Oslo;Område Oslokorridoren;2.405;5.529
B34;Godssporet Alnabru-Loenga;510;(Oslo S/Loenga) - (Alnabru skiftestasjon) godsspor;I DRIFT;4;2.405;5.529;0510-00002;Bryn - Alnabru skiftestasjon;I DRIFT;4.679;5.529;;USANN;;Oslo;Område Oslokorridoren;2.405;5.529
B39;Hardangerbana;2331;(Voss) - Palmafoss;IKKE REG;5;385.828;389.208;2331-00001;Voss - Palmafoss;IKKE REG;385.828;388.59;;USANN;;Bergensbanen Vest;Område Vest;385.828;389.208
B39;Hardangerbana;2331;(Voss) - Palmafoss;IKKE REG;5;385.828;389.208;2331-23305;Palmafoss stasjon;IKKE REG;388.59;389.208;388.74;SANN;pal;Bergensbanen Vest;Område Vest;385.828;389.208
B19;Hovedbanen;10;Oslo S;I DRIFT;1;-2.069;3.79;0010-01000;Oslo S (delstr.) stasjon;I DRIFT;-2.069;3.79;0;SANN;osl;Oslo;Område Oslokorridoren;-2.069;66.739
B19;Hovedbanen;20;Lodalen;I DRIFT;4;0.98;2.118;0020-01003;Lodalen (delstr.) stasjon;I DRIFT;0.98;2.118;0;SANN;lod;Oslo;Område Oslokorridoren;-2.069;66.739
B19;Hovedbanen;30;Alnabru skiftestasjon;I DRIFT;1;3.317;9.61;0030-02013;Alnabru skiftestasjon (delstr.) stasjon;I DRIFT;3.317;9.61;0;SANN;alb;Oslo;Område Oslokorridoren;-2.069;66.739
B19;Hovedbanen;40;Loenga;I DRIFT;4;0.82;2.882;0040-05002;Loenga stasjon;I DRIFT;0.82;2.882;1.719;SANN;loe;Oslo;Område Oslokorridoren;-2.069;66.739
B19;Hovedbanen;210;(Oslo S) - Aker;I DRIFT;1;2.517;9.056;0210-00001;Oslo S - Bryn;I DRIFT;2.517;3.428;;USANN;;Oslo;Område Oslokorridoren;-2.069;66.739
B19;Hovedbanen;210;(Oslo S) - Aker;I DRIFT;1;2.517;9.056;0210-02010;Bryn stasjon;I DRIFT;3.428;4.731;3.89;SANN;br;Oslo;Område Oslokorridoren;-2.069;66.739
B19;Hovedbanen;210;(Oslo S) - Aker;I DRIFT;1;2.517;9.056;0210-00002;Bryn - Brobekk;I DRIFT;4.731;5.4;;USANN;;Oslo;Område Oslokorridoren;-2.069;66.739
B19;Hovedbanen;210;(Oslo S) - Aker;I DRIFT;1;2.517;9.056;0210-02012;Brobekk stasjon;I DRIFT;5.4;6.747;6;SANN;brb;Oslo;Område Oslokorridoren;-2.069;66.739
B19;Hovedbanen;210;(Oslo S) - Aker;I DRIFT;1;2.517;9.056;0210-00003;Brobekk - Aker;I DRIFT;6.747;7.606;;USANN;;Oslo;Område Oslokorridoren;-2.069;66.739
B19;Hovedbanen;210;(Oslo S) - Aker;I DRIFT;1;2.517;9.056;0210-02018;Aker stasjon;I DRIFT;7.606;9.056;8.72;SANN;ake;Oslo;Område Oslokorridoren;-2.069;66.739
B19;Hovedbanen;220;(Aker) - (Lillestrøm);I DRIFT;1;9.056;19.732;0220-00001;Aker - Grorud;I DRIFT;9.056;9.895;;USANN;;Oslo;Område Oslokorridoren;-2.069;66.739
B19;Hovedbanen;220;(Aker) - (Lillestrøm);I DRIFT;1;9.056;19.732;0220-02020;Grorud stasjon;I DRIFT;9.61;11.255;10.5;SANN;gro;Oslo;Område Oslokorridoren;-2.069;66.739
B19;Hovedbanen;220;(Aker) - (Lillestrøm);I DRIFT;1;9.056;19.732;0220-00002;Grorud - Lørenskog;I DRIFT;11.255;13.319;;USANN;;Oslo;Område Oslokorridoren;-2.069;66.739
B19;Hovedbanen;220;(Aker) - (Lillestrøm);I DRIFT;1;9.056;19.732;0220-02040;Lørenskog stasjon;I DRIFT;13.319;14.73;14.15;SANN;lør;Oslo;Område Oslokorridoren;-2.069;66.739
B19;Hovedbanen;220;(Aker) - (Lillestrøm);I DRIFT;1;9.056;19.732;0220-00003;Lørenskog - Strømmen;I DRIFT;14.73;17.204;;USANN;;Oslo;Område Oslokorridoren;-2.069;66.739
B19;Hovedbanen;220;(Aker) - (Lillestrøm);I DRIFT;1;9.056;19.732;0220-02060;Strømmen stasjon;I DRIFT;17.204;18.432;17.93;SANN;stn;Oslo;Område Oslokorridoren;-2.069;66.739
B19;Hovedbanen;220;(Aker) - (Lillestrøm);I DRIFT;1;9.056;19.732;0220-00004;Strømmen - Lillestrøm;I DRIFT;18.432;19.732;;USANN;;Oslo;Område Oslokorridoren;-2.069;66.739
B19;Hovedbanen;230;(Lillestrøm) - (Eidsvoll);I DRIFT;3;26.181;66.739;0230-00001;Lillestrøm - Frogner;I DRIFT;26.181;28.827;;USANN;;Hoved- og Gardermobanen;Område Oslokorridoren;-2.069;66.739
B19;Hovedbanen;230;(Lillestrøm) - (Eidsvoll);I DRIFT;3;26.181;66.739;0230-02090;Frogner stasjon;I DRIFT;28.827;30.508;29.86;SANN;fro;Hoved- og Gardermobanen;Område Oslokorridoren;-2.069;66.739
B19;Hovedbanen;230;(Lillestrøm) - (Eidsvoll);I DRIFT;3;26.181;66.739;0230-00002;Frogner - Lindeberg;I DRIFT;30.508;31.669;;USANN;;Hoved- og Gardermobanen;Område Oslokorridoren;-2.069;66.739
B19;Hovedbanen;230;(Lillestrøm) - (Eidsvoll);I DRIFT;3;26.181;66.739;0230-02100;Lindeberg stasjon;I DRIFT;31.669;33.431;32.39;SANN;lbg;Hoved- og Gardermobanen;Område Oslokorridoren;-2.069;66.739
B19;Hovedbanen;230;(Lillestrøm) - (Eidsvoll);I DRIFT;3;26.181;66.739;0230-00003;Lindeberg - Kløfta;I DRIFT;33.431;35.363;;USANN;;Hoved- og Gardermobanen;Område Oslokorridoren;-2.069;66.739
B19;Hovedbanen;230;(Lillestrøm) - (Eidsvoll);I DRIFT;3;26.181;66.739;0230-00004;Kløfta - Asper;I DRIFT;37.596;39.438;;USANN;;Hoved- og Gardermobanen;Område Oslokorridoren;-2.069;66.739
B19;Hovedbanen;230;(Lillestrøm) - (Eidsvoll);I DRIFT;3;26.181;66.739;0230-02114;Asper stasjon;I DRIFT;39.438;41.172;40.5;SANN;ase;Hoved- og Gardermobanen;Område Oslokorridoren;-2.069;66.739
B19;Hovedbanen;230;(Lillestrøm) - (Eidsvoll);I DRIFT;3;26.181;66.739;0230-00005;Asper - Langeland;I DRIFT;41.172;42.008;;USANN;;Hoved- og Gardermobanen;Område Oslokorridoren;-2.069;66.739
B19;Hovedbanen;230;(Lillestrøm) - (Eidsvoll);I DRIFT;3;26.181;66.739;0230-00006;Langeland - Jessheim;I DRIFT;43.352;44.05;;USANN;;Hoved- og Gardermobanen;Område Oslokorridoren;-2.069;66.739
B19;Hovedbanen;230;(Lillestrøm) - (Eidsvoll);I DRIFT;3;26.181;66.739;0230-02120;Jessheim stasjon;I DRIFT;44.05;45.492;44.6;SANN;jeh;Hoved- og Gardermobanen;Område Oslokorridoren;-2.069;66.739
B19;Hovedbanen;230;(Lillestrøm) - (Eidsvoll);I DRIFT;3;26.181;66.739;0230-00007;Jessheim - Hauerseter;I DRIFT;45.492;48.882;;USANN;;Hoved- og Gardermobanen;Område Oslokorridoren;-2.069;66.739
B19;Hovedbanen;230;(Lillestrøm) - (Eidsvoll);I DRIFT;3;26.181;66.739;0230-02130;Hauerseter stasjon;I DRIFT;48.882;50.289;49.62;SANN;hsr;Hoved- og Gardermobanen;Område Oslokorridoren;-2.069;66.739
B19;Hovedbanen;230;(Lillestrøm) - (Eidsvoll);I DRIFT;3;26.181;66.739;0230-00008;Hauerseter - Sand;I DRIFT;50.289;52.498;;USANN;;Hoved- og Gardermobanen;Område Oslokorridoren;-2.069;66.739
B19;Hovedbanen;230;(Lillestrøm) - (Eidsvoll);I DRIFT;3;26.181;66.739;0230-02131;Sand stasjon;I DRIFT;52.498;53.95;53.44;SANN;sad;Hoved- og Gardermobanen;Område Oslokorridoren;-2.069;66.739
B19;Hovedbanen;230;(Lillestrøm) - (Eidsvoll);I DRIFT;3;26.181;66.739;0230-00009;Sand - Dal;I DRIFT;53.95;55.556;;USANN;;Hoved- og Gardermobanen;Område Oslokorridoren;-2.069;66.739
B19;Hovedbanen;230;(Lillestrøm) - (Eidsvoll);I DRIFT;3;26.181;66.739;0230-02140;Dal stasjon;I DRIFT;55.556;57.69;57.2;SANN;dal;Hoved- og Gardermobanen;Område Oslokorridoren;-2.069;66.739
B19;Hovedbanen;230;(Lillestrøm) - (Eidsvoll);I DRIFT;3;26.181;66.739;0230-00010;Dal - Bøn;I DRIFT;57.69;61.721;;USANN;;Hoved- og Gardermobanen;Område Oslokorridoren;-2.069;66.739
B19;Hovedbanen;230;(Lillestrøm) - (Eidsvoll);I DRIFT;3;26.181;66.739;0230-02150;Bøn stasjon;I DRIFT;61.721;62.875;62.24;SANN;bøn;Hoved- og Gardermobanen;Område Oslokorridoren;-2.069;66.739
B19;Hovedbanen;230;(Lillestrøm) - (Eidsvoll);I DRIFT;3;26.181;66.739;0230-00011;Bøn - Eidsvoll;I DRIFT;62.875;66.739;;USANN;;Hoved- og Gardermobanen;Område Oslokorridoren;-2.069;66.739
B03;Kongsvingerbanen;300;(Lillestrøm) - Kongsvinger;I DRIFT;3;22.948;101.963;0300-00001;Lillestrøm - Fetsund;I DRIFT;22.948;28.226;;USANN;;Kongsvinger- og Gjøvikbanen;Område Øst;22.948;136.27
B03;Kongsvingerbanen;300;(Lillestrøm) - Kongsvinger;I DRIFT;3;22.948;101.963;0300-03030;Fetsund stasjon;I DRIFT;28.226;29.817;29.11;SANN;fet;Kongsvinger- og Gjøvikbanen;Område Øst;22.948;136.27
B03;Kongsvingerbanen;300;(Lillestrøm) - Kongsvinger;I DRIFT;3;22.948;101.963;0300-00002;Fetsund - Roven;I DRIFT;29.817;32.249;;USANN;;Kongsvinger- og Gjøvikbanen;Område Øst;22.948;136.27
B03;Kongsvingerbanen;300;(Lillestrøm) - Kongsvinger;I DRIFT;3;22.948;101.963;0300-03040;Roven stasjon;I DRIFT;32.249;34.999;33.47;SANN;rvn;Kongsvinger- og Gjøvikbanen;Område Øst;22.948;136.27
B03;Kongsvingerbanen;300;(Lillestrøm) - Kongsvinger;I DRIFT;3;22.948;101.963;0300-00003;Roven - Sørumsand;I DRIFT;34.999;37.084;;USANN;;Kongsvinger- og Gjøvikbanen;Område Øst;22.948;136.27
B03;Kongsvingerbanen;300;(Lillestrøm) - Kongsvinger;I DRIFT;3;22.948;101.963;0300-03050;Sørumsand stasjon;I DRIFT;37.084;38.516;37.53;SANN;sør;Kongsvinger- og Gjøvikbanen;Område Øst;22.948;136.27
B03;Kongsvingerbanen;300;(Lillestrøm) - Kongsvinger;I DRIFT;3;22.948;101.963;0300-00004;Sørumsand - Blaker;I DRIFT;38.516;41.452;;USANN;;Kongsvinger- og Gjøvikbanen;Område Øst;22.948;136.27
B03;Kongsvingerbanen;300;(Lillestrøm) - Kongsvinger;I DRIFT;3;22.948;101.963;0300-03070;Blaker stasjon;I DRIFT;41.452;42.788;41.98;SANN;blk;Kongsvinger- og Gjøvikbanen;Område Øst;22.948;136.27
B03;Kongsvingerbanen;300;(Lillestrøm) - Kongsvinger;I DRIFT;3;22.948;101.963;0300-00005;Blaker - Rånåsfoss;I DRIFT;42.788;44.183;;USANN;;Kongsvinger- og Gjøvikbanen;Område Øst;22.948;136.27
B03;Kongsvingerbanen;300;(Lillestrøm) - Kongsvinger;I DRIFT;3;22.948;101.963;0300-03080;Rånåsfoss stasjon;I DRIFT;44.183;45.578;45.11;SANN;rfs;Kongsvinger- og Gjøvikbanen;Område Øst;22.948;136.27
B03;Kongsvingerbanen;300;(Lillestrøm) - Kongsvinger;I DRIFT;3;22.948;101.963;0300-00006;Rånåsfoss - Haga;I DRIFT;45.578;48.244;;USANN;;Kongsvinger- og Gjøvikbanen;Område Øst;22.948;136.27
B03;Kongsvingerbanen;300;(Lillestrøm) - Kongsvinger;I DRIFT;3;22.948;101.963;0300-03090;Haga stasjon;I DRIFT;48.244;49.461;48.87;SANN;hag;Kongsvinger- og Gjøvikbanen;Område Øst;22.948;136.27
B03;Kongsvingerbanen;300;(Lillestrøm) - Kongsvinger;I DRIFT;3;22.948;101.963;0300-00007;Haga - Årnes;I DRIFT;49.461;57.448;;USANN;;Kongsvinger- og Gjøvikbanen;Område Øst;22.948;136.27
B03;Kongsvingerbanen;300;(Lillestrøm) - Kongsvinger;I DRIFT;3;22.948;101.963;0300-03110;Årnes stasjon;I DRIFT;57.448;59.309;58.46;SANN;årn;Kongsvinger- og Gjøvikbanen;Område Øst;22.948;136.27
B03;Kongsvingerbanen;300;(Lillestrøm) - Kongsvinger;I DRIFT;3;22.948;101.963;0300-00008;Årnes - Seterstøa;I DRIFT;59.309;66.05;;USANN;;Kongsvinger- og Gjøvikbanen;Område Øst;22.948;136.27
B03;Kongsvingerbanen;300;(Lillestrøm) - Kongsvinger;I DRIFT;3;22.948;101.963;0300-03130;Seterstøa stasjon;I DRIFT;66.05;67.879;67.17;SANN;set;Kongsvinger- og Gjøvikbanen;Område Øst;22.948;136.27
B03;Kongsvingerbanen;300;(Lillestrøm) - Kongsvinger;I DRIFT;3;22.948;101.963;0300-00009;Seterstøa - Disenå;I DRIFT;67.879;72.12;;USANN;;Kongsvinger- og Gjøvikbanen;Område Øst;22.948;136.27
B03;Kongsvingerbanen;300;(Lillestrøm) - Kongsvinger;I DRIFT;3;22.948;101.963;0300-03140;Disenå stasjon;I DRIFT;72.12;73.947;73.35;SANN;dis;Kongsvinger- og Gjøvikbanen;Område Øst;22.948;136.27
B03;Kongsvingerbanen;300;(Lillestrøm) - Kongsvinger;I DRIFT;3;22.948;101.963;0300-00010;Disenå - Skarnes;I DRIFT;73.947;78.056;;USANN;;Kongsvinger- og Gjøvikbanen;Område Øst;22.948;136.27
B03;Kongsvingerbanen;300;(Lillestrøm) - Kongsvinger;I DRIFT;3;22.948;101.963;0300-03150;Skarnes stasjon;I DRIFT;78.056;80.096;79.24;SANN;ska;Kongsvinger- og Gjøvikbanen;Område Øst;22.948;136.27
B03;Kongsvingerbanen;300;(Lillestrøm) - Kongsvinger;I DRIFT;3;22.948;101.963;0300-00011;Skarnes - Sander;I DRIFT;80.096;86.598;;USANN;;Kongsvinger- og Gjøvikbanen;Område Øst;22.948;136.27
B03;Kongsvingerbanen;300;(Lillestrøm) - Kongsvinger;I DRIFT;3;22.948;101.963;0300-03160;Sander stasjon;I DRIFT;86.598;88.069;87.22;SANN;san;Kongsvinger- og Gjøvikbanen;Område Øst;22.948;136.27
B03;Kongsvingerbanen;300;(Lillestrøm) - Kongsvinger;I DRIFT;3;22.948;101.963;0300-00012;Sander - Galterud;I DRIFT;88.069;91.21;;USANN;;Kongsvinger- og Gjøvikbanen;Område Øst;22.948;136.27
B03;Kongsvingerbanen;300;(Lillestrøm) - Kongsvinger;I DRIFT;3;22.948;101.963;0300-03170;Galterud stasjon;I DRIFT;91.21;93.4;92.37;SANN;glt;Kongsvinger- og Gjøvikbanen;Område Øst;22.948;136.27
B03;Kongsvingerbanen;300;(Lillestrøm) - Kongsvinger;I DRIFT;3;22.948;101.963;0300-00013;Galterud - Kongsvinger;I DRIFT;93.4;99.06;;USANN;;Kongsvinger- og Gjøvikbanen;Område Øst;22.948;136.27
B03;Kongsvingerbanen;300;(Lillestrøm) - Kongsvinger;I DRIFT;3;22.948;101.963;0300-03180;Kongsvinger stasjon;I DRIFT;99.06;101.963;100.28;SANN;kvg;Kongsvinger- og Gjøvikbanen;Område Øst;22.948;136.27
B03;Kongsvingerbanen;310;(Kongsvinger) - Riksgrensen;I DRIFT;3;101.692;136.27;0310-00001;Kongsvinger - Åbogen;I DRIFT;101.692;111.726;;USANN;;Kongsvinger- og Gjøvikbanen;Område Øst;22.948;136.27
B03;Kongsvingerbanen;310;(Kongsvinger) - Riksgrensen;I DRIFT;3;101.692;136.27;0310-03200;Åbogen stasjon;I DRIFT;111.726;113.059;112.46;SANN;åbo;Kongsvinger- og Gjøvikbanen;Område Øst;22.948;136.27
B03;Kongsvingerbanen;310;(Kongsvinger) - Riksgrensen;I DRIFT;3;101.692;136.27;0310-00002;Åbogen - Matrand;I DRIFT;113.059;121.652;;USANN;;Kongsvinger- og Gjøvikbanen;Område Øst;22.948;136.27
B03;Kongsvingerbanen;310;(Kongsvinger) - Riksgrensen;I DRIFT;3;101.692;136.27;0310-03210;Matrand stasjon;I DRIFT;121.652;123.155;122.15;SANN;mat;Kongsvinger- og Gjøvikbanen;Område Øst;22.948;136.27
